id_transaksi,tanggal,total,diskon,no_cc,id_kasir,id_pramuniaga,kassa,infaq,id_barang,qty,disc_item
13511433691,2012-10-25,159800,0,,242,219,1,0,0691201639,2,0
13511435261,2012-10-25,0,0,,242,139,1,0,8881200222,2,0
13511436411,2012-10-25,114800,0,,242,218,1,0,0701200510,1,0
13511436411,2012-10-25,114800,0,,242,218,1,0,0711200810,1,0
13511436411,2012-10-25,114800,0,,242,218,1,0,0721202465,-1,0
13511436411,2012-10-25,114800,0,,242,218,1,0,0731203459,1,0
13511444341,2012-10-25,122800,0,,242,219,1,200,0011200960,1,0
13511444341,2012-10-25,122800,0,,242,219,1,200,0131200472,1,0
13511446261,2012-10-25,202400,0,,242,215,1,600,0141200815,1,0
13511446261,2012-10-25,202400,0,,242,215,1,600,0141200870,1,0
13511446261,2012-10-25,202400,0,,242,215,1,600,0721202624,1,0
13511446261,2012-10-25,202400,0,,242,215,1,600,0721202717,1,0
13511446261,2012-10-25,202400,0,,242,215,1,600,0721202724,1,0
13511446261,2012-10-25,202400,0,,242,215,1,600,0721202768,1,0
13511446261,2012-10-25,202400,0,,242,215,1,600,8881200159,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0111200034,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0131200605,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0141200842,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0141200851,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0141200857,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0141200865,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0141200871,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0241200271,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0251200078,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0251200103,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0251200105,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0251200113,2,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0331200060,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0731203398,1,0
13511448921,2012-10-25,512800,0,,275,181,1,200,0791200141,1,0
13511454041,2012-10-25,229900,0,,275,204,1,100,0741200172,1,0
13511454591,2012-10-25,149300,0,,275,204,1,700,0241200274,1,0
13511454591,2012-10-25,149300,0,,275,204,1,700,0391200006,1,0
13511454591,2012-10-25,149300,0,,275,204,1,700,0691201597,1,0
13511455151,2012-10-25,61400,0,,275,219,1,0,0391200006,1,0
13511455151,2012-10-25,61400,0,,275,219,1,0,0721202744,1,0
13511456041,2012-10-25,147900,0,,275,212,1,100,0421200628,1,0
13511456561,2012-10-25,162700,0,,275,206,1,300,0111200038,1,0
13511456561,2012-10-25,162700,0,,275,206,1,300,0421200764,1,0
13511456561,2012-10-25,162700,0,,275,206,1,300,0731203372,1,0
13511457451,2012-10-25,167800,0,,275,139,1,200,0031200569,1,0
13511457451,2012-10-25,167800,0,,275,139,1,200,0061200284,1,0
13511458011,2012-10-25,0,0,,275,181,1,0,8881200160,1,0
13511458511,2012-10-25,0,0,,275,204,1,0,8881200222,1,0
13511458811,2012-10-25,232700,0,,275,202,1,300,0721202758,1,0
13511458811,2012-10-25,232700,0,,275,202,1,300,0731203389,1,0
13511458811,2012-10-25,232700,0,,275,202,1,300,0731203400,1,0
13511458811,2012-10-25,232700,0,,275,202,1,300,8881200159,1,0
13511462221,2012-10-25,69900,0,,275,204,1,100,0731203173,1,0
13511465071,2012-10-25,220200,0,,275,181,1,0,0351200156,1,0
13511465071,2012-10-25,220200,0,,275,181,1,0,0711200836,1,0
13511465071,2012-10-25,220200,0,,275,181,1,0,0711200869,1,0
13511465071,2012-10-25,220200,0,,275,181,1,0,0731203053,1,0
13511465071,2012-10-25,220200,0,,275,181,1,0,8881200222,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0011200819,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0031200311,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0031200523,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0051200821,2,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0051200822,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0071200343,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0071200387,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0071200452,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0071200684,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0151200011,2,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0151200244,1,0
13511466041,2012-10-25,1218700,0,,275,213,1,300,0531200307,1,0
13511468821,2012-10-25,15000,0,,275,139,1,0,0361200055,1,0
13511469081,2012-10-25,127900,0,,275,124,1,100,0161200213,1,0
13511471621,2012-10-25,132800,0,,275,222,1,200,0241200273,1,0
13511471621,2012-10-25,132800,0,,275,222,1,200,0691201570,1,0
13511472731,2012-10-25,97900,0,,275,213,1,100,0061200298,1,0
13511474351,2012-10-25,105900,0,,275,215,1,100,0421100502,1,0
13511474681,2012-10-25,239800,0,,275,201,1,200,0051200612,1,0
13511474681,2012-10-25,239800,0,,275,201,1,200,0731203267,1,0
13511474681,2012-10-25,239800,0,,275,201,1,200,8881200159,1,0
13511475891,2012-10-25,147700,0,,275,206,1,300,0191200163,1,0
13511475891,2012-10-25,147700,0,,275,206,1,300,0711200906,1,0
13511475891,2012-10-25,147700,0,,275,206,1,300,0721202647,1,0
13511477701,2012-10-25,214600,0,,275,204,1,400,0131200605,1,0
13511477701,2012-10-25,214600,0,,275,204,1,400,0421200773,1,0
13511477701,2012-10-25,214600,0,,275,204,1,400,0721202518,1,0
13511477701,2012-10-25,214600,0,,275,204,1,400,0791200134,1,0
13511477701,2012-10-25,214600,0,,275,204,1,400,8881200222,1,0
13511483631,2012-10-25,127500,0,,275,215,1,0,0351200107,1,0
13511484211,2012-10-25,20600,0,,275,215,1,400,0661200054,1,10
13511485751,2012-10-25,49800,0,,275,219,1,200,0241200075,2,0
13511487011,2012-10-25,508000,0,,275,219,1,0,0351200107,1,0
13511487011,2012-10-25,508000,0,,275,219,1,0,0511200140,1,0
13511487011,2012-10-25,508000,0,,275,219,1,0,0691201552,1,0
13511487011,2012-10-25,508000,0,,275,219,1,0,0721202726,1,0
13511487011,2012-10-25,508000,0,,275,219,1,0,0731203378,1,0
13511487011,2012-10-25,508000,0,,275,219,1,0,0751200257,1,0
13511494451,2012-10-25,47000,0,,275,124,1,0,0381100184,2,0
13511494451,2012-10-25,47000,0,,275,124,1,0,0381200143,2,0
13511496951,2012-10-25,69900,0,,275,217,1,100,0731203459,1,0
13511497441,2012-10-25,0,0,,275,219,1,0,8881200219,2,0
13511497961,2012-10-25,0,0,,275,213,1,0,8881200225,1,0
13511499511,2012-10-25,22500,0,,275,205,1,500,0371200117,1,0
13511501611,2012-10-25,39300,0,,275,218,1,700,0391200006,1,0
13511501611,2012-10-25,39300,0,,275,218,1,700,0631200534,1,0
13511501611,2012-10-25,39300,0,,275,218,1,700,0641200120,1,0
13511507211,2012-10-25,224600,0,,275,222,1,0,0191200470,1,0
13511507211,2012-10-25,224600,0,,275,222,1,0,0631200525,1,0
13511507211,2012-10-25,224600,0,,275,222,1,0,0711200819,1,0
13511507211,2012-10-25,224600,0,,275,222,1,0,0731203365,1,0
13511510941,2012-10-25,280600,0,,275,223,1,0,0131201304,1,0
13511510941,2012-10-25,280600,0,,275,223,1,0,0141200841,1,0
13511510941,2012-10-25,280600,0,,275,223,1,0,0181200649,1,0
13511510941,2012-10-25,280600,0,,275,223,1,0,0751200247,1,0
13511511491,2012-10-25,0,0,,275,223,1,0,8881200159,1,0
13511512121,2012-10-25,0,0,,275,222,1,0,8881200219,1,0
13511512581,2012-10-25,158200,0,,275,250,1,300,0141200814,2,0
13511512581,2012-10-25,158200,0,,275,250,1,300,0141200816,1,0
13511512581,2012-10-25,158200,0,,275,250,1,300,0141200856,2,0
13511512581,2012-10-25,158200,0,,275,250,1,300,0141200870,2,0
13511512581,2012-10-25,158200,0,,275,250,1,300,0731203430,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0051200806,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0121200236,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0131201252,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0171100921,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0191100892,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0241200273,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0371200076,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0731203161,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0731203217,1,0
13511513371,2012-10-25,835600,0,,275,181,1,0,0791200138,1,0
13511519871,2012-10-25,309300,0,,275,227,1,200,0021100116,1,0
13511519871,2012-10-25,309300,0,,275,227,1,200,0141200814,1,0
13511519871,2012-10-25,309300,0,,275,227,1,200,0141200870,1,0
13511519871,2012-10-25,309300,0,,275,227,1,200,0141200874,1,0
13511519871,2012-10-25,309300,0,,275,227,1,200,0421200773,1,0
13511519871,2012-10-25,309300,0,,275,227,1,200,0421200776,1,0
13511519871,2012-10-25,309300,0,,275,227,1,200,0731203422,1,0
13511521381,2012-10-25,180300,0,,275,225,1,200,0141200814,1,0
13511521381,2012-10-25,180300,0,,275,225,1,200,0141200815,1,0
13511521381,2012-10-25,180300,0,,275,225,1,200,0141200841,1,0
13511521381,2012-10-25,180300,0,,275,225,1,200,0141200856,2,0
13511521381,2012-10-25,180300,0,,275,225,1,200,0141200870,1,0
13511521381,2012-10-25,180300,0,,275,225,1,200,0421200749,1,0
13511522821,2012-10-25,0,0,,275,227,1,0,8881200219,1,0
13511523021,2012-10-25,223600,0,,275,217,1,400,0061200284,1,0
13511523021,2012-10-25,223600,0,,275,217,1,400,0141200841,2,0
13511523021,2012-10-25,223600,0,,275,217,1,400,0721202608,1,0
13511523021,2012-10-25,223600,0,,275,217,1,400,8881200159,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,0051100527,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,0111200024,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,0131201387,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,0141200870,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,0371200076,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,0721202545,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,0731203143,1,0
13511523751,2012-10-25,434900,0,,275,229,1,0,8881200224,1,0
13511527351,2012-10-25,17700,0,,275,250,1,0,0141200814,2,0
13511527351,2012-10-25,17700,0,,275,250,1,0,0141200870,1,0
13511532191,2012-10-25,307800,0,,275,216,1,200,0251200103,1,0
13511532191,2012-10-25,307800,0,,275,216,1,200,0351200236,1,0
13511532191,2012-10-25,307800,0,,275,216,1,200,0391200007,1,0
13511532191,2012-10-25,307800,0,,275,216,1,200,0731203166,1,0
13511532191,2012-10-25,307800,0,,275,216,1,200,0731203425,1,0
13511532191,2012-10-25,307800,0,,275,216,1,200,8881200219,1,0
13511537211,2012-10-25,89900,0,,275,221,1,100,0061200225,1,0
13511544021,2012-10-25,65900,0,,275,104,1,100,0451200046,1,0
13511545871,2012-10-25,415500,0,,275,212,1,0,0061200071,1,0
13511545871,2012-10-25,415500,0,,275,212,1,0,0071200284,1,0
13511545871,2012-10-25,415500,0,,275,212,1,0,0141200843,1,0
13511545871,2012-10-25,415500,0,,275,212,1,0,0341200024,1,0
13511545871,2012-10-25,415500,0,,275,212,1,0,8881200159,2,0
13511550071,2012-10-25,61500,10,,275,225,1,0,0381200143,1,0
13511550071,2012-10-25,61500,10,,275,225,1,0,0721202749,1,0
13511553331,2012-10-25,174800,0,,275,202,1,200,0731203425,1,0
13511553331,2012-10-25,174800,0,,275,202,1,200,0731203430,1,0
13511555561,2012-10-25,24900,0,,275,221,1,100,0241200279,1,0
13511556181,2012-10-25,117800,0,,275,227,1,200,0181200455,1,0
13511556181,2012-10-25,117800,0,,275,227,1,200,0721202518,1,0
13511556621,2012-10-25,89900,0,,275,201,1,100,0161200182,1,0
13511557581,2012-10-25,57900,0,,275,218,1,100,0721202480,1,0
13511562791,2012-10-25,137300,0,,275,223,1,200,0141200855,1,0
13511562791,2012-10-25,137300,0,,275,223,1,200,0341200163,1,0
13511562791,2012-10-25,137300,0,,275,223,1,200,0731203235,1,0
13511568791,2012-10-25,155800,0,,275,124,1,200,0011201259,1,0
13511568791,2012-10-25,155800,0,,275,124,1,200,0301200247,1,0
13511570811,2012-10-25,44300,0,,275,124,1,200,0141200849,1,0
13511570811,2012-10-25,44300,0,,275,124,1,200,0381200143,1,0
13511570811,2012-10-25,44300,0,,275,124,1,200,0391200007,1,0
13511570811,2012-10-25,44300,0,,275,124,1,200,0481200042,1,0
13511570811,2012-10-25,44300,0,,275,124,1,200,8881200159,1,0
13511574581,2012-10-25,39900,0,,275,205,1,100,0011201233,1,0
13511575971,2012-10-25,106000,0,,275,250,1,0,0051200813,1,10
13511575971,2012-10-25,106000,0,,275,250,1,0,0141200839,1,10
13511579171,2012-10-25,219800,0,,275,229,1,200,0051100499,1,0
13511579171,2012-10-25,219800,0,,275,229,1,200,0071200690,1,0
13511579171,2012-10-25,219800,0,,275,229,1,200,8881200159,1,0
13511579841,2012-10-25,511300,0,,275,211,1,0,0051200821,2,0
13511579841,2012-10-25,511300,0,,275,211,1,0,0091200306,1,0
13511579841,2012-10-25,511300,0,,275,211,1,0,0091200307,1,0
13511579841,2012-10-25,511300,0,,275,211,1,0,0091200328,1,0
13511579841,2012-10-25,511300,0,,275,211,1,0,0161200360,1,0
13511579841,2012-10-25,511300,0,,275,211,1,0,0251200103,2,0
13511579841,2012-10-25,511300,0,,275,211,1,0,0301200242,1,0
13511579841,2012-10-25,511300,0,,275,211,1,0,8881200159,1,0
13511579841,2012-10-25,511300,0,,275,211,1,0,8881200219,1,0
13511584351,2012-10-25,127900,0,,275,035,1,100,0131201265,1,0
13511584851,2012-10-25,149900,0,,275,217,1,100,0071200593,1,0
13511585491,2012-10-25,121800,0,,275,250,1,200,0721101848,1,0
13511585491,2012-10-25,121800,0,,275,250,1,200,0731203407,1,0
13511587441,2012-10-25,41300,0,,275,223,1,200,0421200776,1,10
13511589861,2012-10-25,156400,10,,275,104,1,100,0131201261,1,0
13511589861,2012-10-25,156400,10,,275,104,1,100,0421200773,1,0
13511593781,2012-10-25,333000,0,,275,201,1,0,0051200785,1,0
13511593781,2012-10-25,333000,0,,275,201,1,0,0071200708,1,0
13511593781,2012-10-25,333000,0,,275,201,1,0,0131200207,1,0
13511593781,2012-10-25,333000,0,,275,201,1,0,0131200450,1,0
13511593781,2012-10-25,333000,0,,275,201,1,0,0151200326,1,0
13511593781,2012-10-25,333000,0,,275,201,1,0,0251200101,1,0
13511593781,2012-10-25,333000,0,,275,201,1,0,8881200219,1,0
13511596631,2012-10-25,75900,0,,275,035,1,0,0261200210,1,0
13511596811,2012-10-25,25800,0,,275,212,1,200,0361200054,1,0
13511596811,2012-10-25,25800,0,,275,212,1,200,0361200056,1,0
13511597441,2012-10-25,97900,0,,275,216,1,100,0731203225,1,0
13511599921,2012-10-25,233800,0,,275,229,1,200,0051200821,1,0
13511599921,2012-10-25,233800,0,,275,229,1,200,0131201290,1,0
13511599921,2012-10-25,233800,0,,275,229,1,200,8881200159,1,0
13511609101,2012-10-25,35900,0,,275,202,1,100,0191200544,1,0
13511610021,2012-10-25,66000,0,,275,225,1,0,0031200242,1,0
13511610021,2012-10-25,66000,0,,275,225,1,0,0071200284,-1,0
13511610021,2012-10-25,66000,0,,275,225,1,0,0071200704,1,0
13511611361,2012-10-25,355900,10,,275,227,1,100,0131201260,1,0
13511611361,2012-10-25,355900,10,,275,227,1,100,0131201308,1,0
13511611361,2012-10-25,355900,10,,275,227,1,100,0691201558,1,0
13511611361,2012-10-25,355900,10,,275,227,1,100,0711200875,1,0
13511611361,2012-10-25,355900,10,,275,227,1,100,0731203040,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0011200407,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0011201090,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0091200328,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0131201277,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0141200846,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0151200326,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0161200265,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0171200685,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0301200210,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0361100051,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0531200314,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0711200829,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,0721202589,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,8881200151,1,0
13511612811,2012-10-25,828300,0,,275,211,1,0,8881200159,1,0
13511616631,2012-10-25,58800,0,,275,124,1,200,0721102422,1,0
13511616631,2012-10-25,58800,0,,275,124,1,200,0721202657,1,0
13511618761,2012-10-25,170800,10,,275,202,1,1200,0031200547,1,0
13511618761,2012-10-25,170800,10,,275,202,1,1200,0071200684,1,0
13511619851,2012-10-25,19900,0,,275,124,1,0,0091200327,1,0
13511620401,2012-10-25,54900,0,,275,218,1,100,0721202766,1,0
13511621231,2012-10-25,65900,0,,275,035,1,100,0011201237,1,0
13511627721,2012-10-25,64500,0,,275,229,1,500,0141200813,1,0
13511627721,2012-10-25,64500,0,,275,229,1,500,0141200814,3,0
13511627721,2012-10-25,64500,0,,275,229,1,500,0171200554,1,10
13511628991,2012-10-25,185800,0,,275,205,1,200,0051200821,1,0
13511628991,2012-10-25,185800,0,,275,205,1,200,0731203318,1,0
13511632071,2012-10-25,352800,0,,275,229,1,200,0061200319,1,0
13511632071,2012-10-25,352800,0,,275,229,1,200,0071200684,1,0
13511632071,2012-10-25,352800,0,,275,229,1,200,0381200143,1,0
13511632071,2012-10-25,352800,0,,275,229,1,200,0531100484,1,0
13511632071,2012-10-25,352800,0,,275,229,1,200,0531200301,1,0
13511633191,2012-10-25,0,0,,275,229,1,0,8881200219,1,0
13511636831,2012-10-25,309600,0,,275,205,1,20400,0051200762,1,0
13511636831,2012-10-25,309600,0,,275,205,1,20400,0151200175,2,0
13511636831,2012-10-25,309600,0,,275,205,1,20400,0771200074,1,0
13511636831,2012-10-25,309600,0,,275,205,1,20400,8881200219,1,0
13511643171,2012-10-25,115100,0,,275,104,1,0,0131201260,1,10
13511643771,2012-10-25,68200,10,,275,104,1,300,0791200123,2,0
13511646061,2012-10-25,96000,0,,275,229,1,0,0151200267,1,0
13511646401,2012-10-25,265600,0,,275,223,1,0,0091200313,1,0
13511646401,2012-10-25,265600,0,,275,223,1,0,0131200811,1,0
13511646401,2012-10-25,265600,0,,275,223,1,0,0701200590,1,0
13511646401,2012-10-25,265600,0,,275,223,1,0,0731202935,1,0
13511648171,2012-10-25,79900,0,,275,124,1,100,0691201624,1,0
13511648531,2012-10-25,52800,0,,275,221,1,200,0141200850,1,0
13511648531,2012-10-25,52800,0,,275,221,1,200,0151200323,1,0
13511649031,2012-10-25,42900,0,,275,104,1,0,0721202483,1,0
13511649341,2012-10-25,0,0,,275,223,1,0,8881200219,1,0
13511649471,2012-10-25,79900,0,,275,202,1,100,0711200902,1,0
13511649761,2012-10-25,49900,0,,275,217,1,100,0761200015,1,0
13511654201,2012-10-25,79700,0,,275,223,1,300,0421200766,1,0
13511654201,2012-10-25,79700,0,,275,223,1,300,0711200731,1,0
13511654201,2012-10-25,79700,0,,275,223,1,300,0711200804,1,0
13511655921,2012-10-25,115800,0,,275,201,1,200,0011201295,1,0
13511655921,2012-10-25,115800,0,,275,201,1,200,0731203052,1,0
13511658041,2012-10-25,32900,0,,275,225,1,100,0721202600,1,0
13511658791,2012-10-25,51700,0,,275,211,1,300,0531200316,1,10
13511661231,2012-10-25,108800,0,,275,211,1,200,0421200773,1,0
13511661231,2012-10-25,108800,0,,275,211,1,200,0751200258,1,0
13511663201,2012-10-25,129900,0,,275,205,1,100,0061200315,1,0
13511663671,2012-10-25,306500,0,,275,216,1,500,0021200144,1,0
13511663671,2012-10-25,306500,0,,275,216,1,500,0021200145,1,0
13511663671,2012-10-25,306500,0,,275,216,1,500,0031200562,1,0
13511663671,2012-10-25,306500,0,,275,216,1,500,0061200282,1,0
13511663671,2012-10-25,306500,0,,275,216,1,500,0711200914,1,0
13511663671,2012-10-25,306500,0,,275,216,1,500,8881200219,1,0
13511671021,2012-10-25,181200,0,,275,227,1,300,0131201309,1,0
13511671021,2012-10-25,181200,0,,275,227,1,300,0341200185,1,0
13511671021,2012-10-25,181200,0,,275,227,1,300,0711200875,1,0
13511671021,2012-10-25,181200,0,,275,227,1,300,0731202942,1,0
13511673421,2012-10-25,122400,0,,275,104,1,100,0531200181,1,0
13511673421,2012-10-25,122400,0,,275,104,1,100,0721202633,1,0
13511674811,2012-10-25,363800,0,,275,217,1,200,0031200409,1,0
